model_name,train_time
all-mpnet-base-v2_6_14_16,41.295830726623535
all-mpnet-base-v2_6_14_17,41.051650285720825
all-mpnet-base-v2_6_14_18,40.84133243560791
all-mpnet-base-v2_6_14_19,39.31393337249756
all-mpnet-base-v2_6_14_20,38.67577767372131
all-mpnet-base-v2_6_14_21,39.07797288894653
all-mpnet-base-v2_6_14_22,38.929720878601074
all-mpnet-base-v2_6_14_23,39.098840951919556
all-mpnet-base-v2_6_14_24,39.42194199562073
all-mpnet-base-v2_6_14_25,38.93079900741577
all-mpnet-base-v2_6_15_5,58.67237448692322
all-mpnet-base-v2_6_15_6,54.57024097442627
all-mpnet-base-v2_6_15_7,53.62105965614319
all-mpnet-base-v2_6_15_8,51.713627099990845
all-mpnet-base-v2_6_15_9,49.44034266471863
all-mpnet-base-v2_6_15_10,46.58754348754883
all-mpnet-base-v2_6_15_11,45.37680625915527
all-mpnet-base-v2_6_15_12,44.09528398513794
all-mpnet-base-v2_6_15_13,44.226165771484375
all-mpnet-base-v2_6_15_14,42.70071601867676
all-mpnet-base-v2_6_15_15,42.549426555633545
all-mpnet-base-v2_6_15_16,42.60904288291931
all-mpnet-base-v2_6_15_17,42.61016774177551
all-mpnet-base-v2_6_15_18,40.89109444618225
all-mpnet-base-v2_6_15_19,41.050047159194946
all-mpnet-base-v2_6_15_20,40.54650902748108
all-mpnet-base-v2_6_15_21,40.15646481513977
all-mpnet-base-v2_6_15_22,40.44073820114136
all-mpnet-base-v2_6_15_23,39.560275077819824
all-mpnet-base-v2_6_15_24,39.58935475349426
all-mpnet-base-v2_6_15_25,39.35091853141785
all-mpnet-base-v2_6_16_5,57.02290391921997
all-mpnet-base-v2_6_16_6,54.675899028778076
all-mpnet-base-v2_6_16_7,50.84800839424133
all-mpnet-base-v2_6_16_8,49.815980434417725
all-mpnet-base-v2_6_16_9,47.36391091346741
all-mpnet-base-v2_6_16_10,45.89675569534302
all-mpnet-base-v2_6_16_11,44.58575892448425
all-mpnet-base-v2_6_16_12,43.080069065093994
all-mpnet-base-v2_6_16_13,42.6868200302124
all-mpnet-base-v2_6_16_14,41.800679445266724
all-mpnet-base-v2_6_16_15,41.30264472961426
all-mpnet-base-v2_6_16_16,41.2718505859375
all-mpnet-base-v2_6_16_17,47.13677477836609
all-mpnet-base-v2_6_16_18,39.60868787765503
all-mpnet-base-v2_6_16_19,39.62423586845398
all-mpnet-base-v2_6_16_20,38.95687794685364
all-mpnet-base-v2_6_16_21,39.151482582092285
all-mpnet-base-v2_6_16_22,38.08010149002075
all-mpnet-base-v2_6_16_23,39.09352946281433
all-mpnet-base-v2_6_16_24,38.729535818099976
all-mpnet-base-v2_6_16_25,38.4127082824707
all-mpnet-base-v2_6_17_5,58.0906138420105
all-mpnet-base-v2_6_17_6,54.030505657196045
all-mpnet-base-v2_6_17_7,51.84127140045166
all-mpnet-base-v2_6_17_8,50.27155017852783
all-mpnet-base-v2_6_17_9,47.64512825012207
all-mpnet-base-v2_6_17_10,46.37862205505371
all-mpnet-base-v2_6_17_11,44.22534465789795
all-mpnet-base-v2_6_17_12,42.788737058639526
all-mpnet-base-v2_6_17_13,42.81454300880432
all-mpnet-base-v2_6_17_14,42.275484561920166
all-mpnet-base-v2_6_17_15,41.289067029953
all-mpnet-base-v2_6_17_16,41.36070132255554
all-mpnet-base-v2_6_17_17,40.55785417556763
all-mpnet-base-v2_6_17_18,40.1127450466156
all-mpnet-base-v2_6_17_19,39.36783981323242
all-mpnet-base-v2_6_17_20,39.147706747055054
all-mpnet-base-v2_6_17_21,38.22208642959595
all-mpnet-base-v2_6_17_22,39.54084777832031
all-mpnet-base-v2_6_17_23,38.91265845298767
all-mpnet-base-v2_6_17_24,38.09438228607178
all-mpnet-base-v2_6_17_25,38.39192843437195
all-mpnet-base-v2_6_18_5,57.6140456199646
all-mpnet-base-v2_6_18_6,54.19658541679382
all-mpnet-base-v2_6_18_7,52.33428621292114
all-mpnet-base-v2_6_18_8,49.58324599266052
all-mpnet-base-v2_6_18_9,47.617111682891846
all-mpnet-base-v2_6_18_10,46.208092212677
all-mpnet-base-v2_6_18_11,45.00259304046631
all-mpnet-base-v2_6_18_12,44.71677803993225
all-mpnet-base-v2_6_18_13,42.696388483047485
all-mpnet-base-v2_6_18_14,42.37613034248352
all-mpnet-base-v2_6_18_15,43.870651721954346
all-mpnet-base-v2_6_18_16,41.05568218231201
all-mpnet-base-v2_6_18_17,41.04191207885742
all-mpnet-base-v2_6_18_18,41.41340732574463
all-mpnet-base-v2_6_18_19,38.87237501144409
all-mpnet-base-v2_6_18_20,38.319294929504395
all-mpnet-base-v2_6_18_21,38.42261338233948
all-mpnet-base-v2_6_18_22,38.309598207473755
all-mpnet-base-v2_6_18_23,38.79400634765625
all-mpnet-base-v2_6_18_24,38.5198929309845
all-mpnet-base-v2_6_18_25,38.01491641998291
all-mpnet-base-v2_6_19_5,58.61015701293945
all-mpnet-base-v2_6_19_6,55.25977349281311
all-mpnet-base-v2_6_19_7,52.3382351398468
all-mpnet-base-v2_6_19_8,54.06343626976013
all-mpnet-base-v2_6_19_9,47.76468849182129
all-mpnet-base-v2_6_19_10,46.89978289604187
all-mpnet-base-v2_6_19_11,45.17588019371033
all-mpnet-base-v2_6_19_12,44.55913257598877
all-mpnet-base-v2_6_19_13,43.47250509262085
all-mpnet-base-v2_6_19_14,42.45454788208008
all-mpnet-base-v2_6_19_15,41.975720167160034
all-mpnet-base-v2_6_19_16,41.32389760017395
all-mpnet-base-v2_6_19_17,42.23137044906616
all-mpnet-base-v2_6_19_18,40.34821653366089
all-mpnet-base-v2_6_19_19,39.84724831581116
all-mpnet-base-v2_6_19_20,40.42202806472778
all-mpnet-base-v2_6_19_21,40.11711645126343
all-mpnet-base-v2_6_19_22,39.75877499580383
all-mpnet-base-v2_6_19_23,39.53428030014038
all-mpnet-base-v2_6_19_24,38.951486587524414
all-mpnet-base-v2_6_19_25,38.95089149475098
all-mpnet-base-v2_6_20_5,56.740317583084106
all-mpnet-base-v2_6_20_6,54.045315980911255
all-mpnet-base-v2_6_20_7,51.98593211174011
all-mpnet-base-v2_6_20_8,49.339240312576294
all-mpnet-base-v2_6_20_9,47.623141288757324
all-mpnet-base-v2_6_20_10,45.20028734207153
all-mpnet-base-v2_6_20_11,43.93998074531555
all-mpnet-base-v2_6_20_12,43.070688247680664
all-mpnet-base-v2_6_20_13,41.94350862503052
all-mpnet-base-v2_6_20_14,41.621272802352905
all-mpnet-base-v2_6_20_15,41.361013889312744
all-mpnet-base-v2_6_20_16,40.322137117385864
all-mpnet-base-v2_6_20_17,40.24079203605652
all-mpnet-base-v2_6_20_18,40.75802206993103
all-mpnet-base-v2_6_20_19,39.28508925437927
all-mpnet-base-v2_6_20_20,39.23104453086853
all-mpnet-base-v2_6_20_21,39.07064700126648
all-mpnet-base-v2_6_20_22,39.372119188308716
all-mpnet-base-v2_6_20_23,39.09616780281067
all-mpnet-base-v2_6_20_24,39.06256294250488
all-mpnet-base-v2_6_20_25,38.375887393951416
all-mpnet-base-v2_7_5_5,55.10170912742615
all-mpnet-base-v2_7_5_6,51.83225059509277
all-mpnet-base-v2_7_5_7,49.28529119491577
all-mpnet-base-v2_7_5_8,47.04878091812134
all-mpnet-base-v2_7_5_9,45.31539988517761
all-mpnet-base-v2_7_5_10,44.135897397994995
all-mpnet-base-v2_7_5_11,42.56033992767334
all-mpnet-base-v2_7_5_12,42.26099252700806
all-mpnet-base-v2_7_5_13,41.14118576049805
all-mpnet-base-v2_7_5_14,40.192182302474976
all-mpnet-base-v2_7_5_15,39.5695698261261
all-mpnet-base-v2_7_5_16,39.1937313079834
all-mpnet-base-v2_7_5_17,40.8836305141449
all-mpnet-base-v2_7_5_18,38.49374294281006
all-mpnet-base-v2_7_5_19,38.28163266181946
all-mpnet-base-v2_7_5_20,38.234283208847046
all-mpnet-base-v2_7_5_21,38.27480149269104
all-mpnet-base-v2_7_5_22,37.79122447967529
all-mpnet-base-v2_7_5_23,37.04034757614136
all-mpnet-base-v2_7_5_24,37.089606523513794
all-mpnet-base-v2_7_5_25,36.839484214782715
all-mpnet-base-v2_7_6_5,55.58634424209595
all-mpnet-base-v2_7_6_6,52.16396141052246
all-mpnet-base-v2_7_6_7,49.53073716163635
all-mpnet-base-v2_7_6_8,47.13467001914978
all-mpnet-base-v2_7_6_9,46.61919093132019
all-mpnet-base-v2_7_6_10,44.14496946334839
all-mpnet-base-v2_7_6_11,43.58373165130615
all-mpnet-base-v2_7_6_12,41.45583701133728
all-mpnet-base-v2_7_6_13,40.85869598388672
all-mpnet-base-v2_7_6_14,40.86385655403137
all-mpnet-base-v2_7_6_15,40.1451141834259
all-mpnet-base-v2_7_6_16,39.62259101867676
all-mpnet-base-v2_7_6_17,39.38913607597351
all-mpnet-base-v2_7_6_18,38.95954132080078
all-mpnet-base-v2_7_6_19,38.24901580810547
all-mpnet-base-v2_7_6_20,38.27781653404236
all-mpnet-base-v2_7_6_21,37.386608362197876
all-mpnet-base-v2_7_6_22,37.174336194992065
all-mpnet-base-v2_7_6_23,37.34635663032532
all-mpnet-base-v2_7_6_24,37.111390829086304
all-mpnet-base-v2_7_6_25,37.75974655151367
all-mpnet-base-v2_7_7_5,55.448291540145874
all-mpnet-base-v2_7_7_6,53.494566440582275
all-mpnet-base-v2_7_7_7,51.476614475250244
all-mpnet-base-v2_7_7_8,54.202556133270264
all-mpnet-base-v2_7_7_9,46.19943308830261
all-mpnet-base-v2_7_7_10,44.87960982322693
all-mpnet-base-v2_7_7_11,43.72571516036987
all-mpnet-base-v2_7_7_12,41.88217496871948
all-mpnet-base-v2_7_7_13,42.0478081703186
all-mpnet-base-v2_7_7_14,40.96374464035034
all-mpnet-base-v2_7_7_15,40.90954828262329
all-mpnet-base-v2_7_7_16,41.72277784347534
all-mpnet-base-v2_7_7_17,40.292285442352295
all-mpnet-base-v2_7_7_18,39.37277317047119
all-mpnet-base-v2_7_7_19,38.62592101097107
all-mpnet-base-v2_7_7_20,38.56205081939697
all-mpnet-base-v2_7_7_21,39.69348192214966
all-mpnet-base-v2_7_7_22,43.882888317108154
all-mpnet-base-v2_7_7_23,39.03610396385193
all-mpnet-base-v2_7_7_24,39.25867414474487
all-mpnet-base-v2_7_7_25,37.37273454666138
all-mpnet-base-v2_7_8_5,54.417314291000366
all-mpnet-base-v2_7_8_6,51.18259954452515
all-mpnet-base-v2_7_8_7,48.92142200469971
all-mpnet-base-v2_7_8_8,46.640036821365356
all-mpnet-base-v2_7_8_9,44.50243616104126
all-mpnet-base-v2_7_8_10,43.86543560028076
all-mpnet-base-v2_7_8_11,41.6389377117157
all-mpnet-base-v2_7_8_12,40.639230489730835
all-mpnet-base-v2_7_8_13,40.24464726448059
all-mpnet-base-v2_7_8_14,39.772587299346924
all-mpnet-base-v2_7_8_15,39.751439809799194
all-mpnet-base-v2_7_8_16,39.21676063537598
all-mpnet-base-v2_7_8_17,39.20234751701355
all-mpnet-base-v2_7_8_18,38.06322646141052
all-mpnet-base-v2_7_8_19,36.975024700164795
all-mpnet-base-v2_7_8_20,36.69215202331543
all-mpnet-base-v2_7_8_21,36.538734912872314
all-mpnet-base-v2_7_8_22,36.35342717170715
all-mpnet-base-v2_7_8_23,36.04986548423767
all-mpnet-base-v2_7_8_24,36.2993528842926
all-mpnet-base-v2_7_8_25,36.444796562194824
all-mpnet-base-v2_7_9_5,55.18432307243347
all-mpnet-base-v2_7_9_6,51.38922309875488
all-mpnet-base-v2_7_9_7,50.167723655700684
all-mpnet-base-v2_7_9_8,47.84181213378906
all-mpnet-base-v2_7_9_9,45.17441463470459
all-mpnet-base-v2_7_9_10,44.154730558395386
all-mpnet-base-v2_7_9_11,42.82575440406799
all-mpnet-base-v2_7_9_12,41.65389561653137
all-mpnet-base-v2_7_9_13,41.33422327041626
all-mpnet-base-v2_7_9_14,40.58657693862915
all-mpnet-base-v2_7_9_15,39.85496401786804
all-mpnet-base-v2_7_9_16,39.1828191280365
all-mpnet-base-v2_7_9_17,38.96614408493042
all-mpnet-base-v2_7_9_18,39.307738065719604
all-mpnet-base-v2_7_9_19,38.383602142333984
all-mpnet-base-v2_7_9_20,38.027931928634644
all-mpnet-base-v2_7_9_21,37.730061531066895
all-mpnet-base-v2_7_9_22,37.43913793563843
all-mpnet-base-v2_7_9_23,36.65348839759827
all-mpnet-base-v2_7_9_24,36.988887310028076
all-mpnet-base-v2_7_9_25,36.355918645858765
all-mpnet-base-v2_7_10_5,55.269192934036255
all-mpnet-base-v2_7_10_6,51.57887315750122
all-mpnet-base-v2_7_10_7,50.0759174823761
all-mpnet-base-v2_7_10_8,47.82937669754028
all-mpnet-base-v2_7_10_9,45.43535280227661
all-mpnet-base-v2_7_10_10,44.236032009124756
all-mpnet-base-v2_7_10_11,43.22200560569763
all-mpnet-base-v2_7_10_12,42.536563873291016
all-mpnet-base-v2_7_10_13,41.65004348754883
all-mpnet-base-v2_7_10_14,40.634758949279785
all-mpnet-base-v2_7_10_15,40.344972133636475
all-mpnet-base-v2_7_10_16,39.4961724281311
all-mpnet-base-v2_7_10_17,38.54694938659668
all-mpnet-base-v2_7_10_18,38.35035014152527
all-mpnet-base-v2_7_10_19,38.20706057548523
all-mpnet-base-v2_7_10_20,38.6412456035614
all-mpnet-base-v2_7_10_21,38.28504776954651
all-mpnet-base-v2_7_10_22,37.59544396400452
all-mpnet-base-v2_7_10_23,37.141703844070435
all-mpnet-base-v2_7_10_24,36.94252610206604
all-mpnet-base-v2_7_10_25,36.98567175865173
all-mpnet-base-v2_7_11_5,55.16852426528931
all-mpnet-base-v2_7_11_6,52.513174295425415
all-mpnet-base-v2_7_11_7,50.839192628860474
all-mpnet-base-v2_7_11_8,47.74695372581482
all-mpnet-base-v2_7_11_9,50.54774737358093
all-mpnet-base-v2_7_11_10,44.81478929519653
all-mpnet-base-v2_7_11_11,42.95732665061951
all-mpnet-base-v2_7_11_12,42.417094230651855
all-mpnet-base-v2_7_11_13,41.277562856674194
all-mpnet-base-v2_7_11_14,41.013922452926636
all-mpnet-base-v2_7_11_15,40.82558608055115
all-mpnet-base-v2_7_11_16,41.17494344711304
all-mpnet-base-v2_7_11_17,39.46266508102417
all-mpnet-base-v2_7_11_18,40.16852426528931
all-mpnet-base-v2_7_11_19,40.82194423675537
all-mpnet-base-v2_7_11_20,38.71900248527527
all-mpnet-base-v2_7_11_21,37.90574264526367
all-mpnet-base-v2_7_11_22,38.07863140106201
all-mpnet-base-v2_7_11_23,37.38502526283264
all-mpnet-base-v2_7_11_24,41.41131854057312
all-mpnet-base-v2_7_11_25,37.78150534629822
all-mpnet-base-v2_7_12_5,63.43814563751221
all-mpnet-base-v2_7_12_6,60.15096187591553
all-mpnet-base-v2_7_12_7,56.2966992855072
all-mpnet-base-v2_7_12_8,52.926656007766724
all-mpnet-base-v2_7_12_9,48.390830516815186
all-mpnet-base-v2_7_12_10,46.723159313201904
all-mpnet-base-v2_7_12_11,49.049405097961426
all-mpnet-base-v2_7_12_12,47.30278277397156
